,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,https://servicodados.ibge.gov.br/api/docs/localidades?utm_source=,,,,,,,,,,,,,,,,,,
"mai. 25, 2022",,FLO250121A,Bianca,Marucci,Protestos e homenagens às vítimas marcam 2 anos da tragédia em Brumadinho,Globo Rural,"jan. 25, 2021",Sudeste ; Minas Gerais ; Brumadinho; 3109006,,Manifestação,Protesto,,Cerrado,,Outros,Movimento dos Atingidos por Barragens ,Movimento dos Atingidos por Barragens (MAB),,"Luta contra a violação dos direitos humanos
Preservação ambiental","Empresa
Estado",,Outros,Tribunal de Justiça; Mineradora Vale,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes","rompimento de barragem; mineradora; danos ambientais; reparação de danos; defesa das vítimas; ""Jornada de Lutas""",
"mai. 24, 2022",,FLO050421A,Raquel,Maia,MPF requer conclusão de demarcação do território do Quilombo de Cambuta,Correio 24 horas,"abr. 5, 2021",Estadual ; Bahia,Judicialização ; Ação Civil Pública,,,,Caatinga e Mata Atlântica,,Movimento Quilombola,,Outros, Comunidade Quilombola de Cambuta,Luta contra a violação dos direitos humanos,Estado,,Ministério Público Federal (MPF),,10; Redução das Desigualdades,"Demarcação quilombola, regularização fundiária",Demarcação de território quilombola
"mai. 23, 2022",,FLO010421C,Raquel,Maia,"Depois de pressão, quilombolas do Açude são vacinados contra a COVID-19",Estado de Minas,"abr. 1, 2021",Estadual ; Minas Gerais,Ação Administrativa Pública ; Reivindicação de ato administrativo territorial,,,,,Data inicial: 01/04/2021 Data final: 06/04/2021,Movimento Quilombola,,Outros,Coordenação Nacional de Articulação das Comunidades Negras Rurais Quilombolas (Conaq),Combate ao Covid-19,Estado,,Outros,Assembleia Legislativa de Minas Gerais (ALMG),3; Saúde e Bem-Estar,Vacinação comunidades quilombolas,Evidenciar a contradição dos dados divulgados referente à população quilombola que deveria estar incluso no Plano de Vacinação
"mai. 23, 2022",,FLO010421A,Raquel,Maia,Live do Cimi debateu resistência indígena na cidade,Cimi.org,"abr. 1, 2021",Online,Eventos ; Fórum,,Live,,,,Movimento Indígena,,Outros,Lideranças indígenas do sul e sudeste,Luta contra a violação dos direitos humanos,Igreja/Movimento Religioso,,Outros,Conselho Indigenista Missionário (CIMI),10; Redução das Desigualdades,"Indígenas em contexto urbano, direitos dos povos indígenas","Lutas por direitos sociais, culturais e territoriais nas grandes metrópoles"
"mai. 19, 2022",,FLO270121D,Bianca,Marucci,Ecoa Maloca entra na 2ª temporada com saberes indígenas e divulgação científica,ACidadeON Campinas,"jan. 27, 2021",Sudeste ; São Paulo ; Campinas; 3509502,Não categorizado ; Oficina,Ação/Prática Comunicativa,Divulgação de cultura e ciência indígena,,,,Movimento Indígena,,NI,,,Estado,,Outros,Universidade Estadual de Campinas (UNICAMP),"4; Educação de Qualidade
10; Redução das Desigualdades",podcast; cultura indígena; conhecimentos indígenas,Disseminação sobre ciência e saberes indígenas
"mai. 17, 2022",,FLO030321A,Bruna,Gonçalves,Liderança Indígena afirma que garimpeiro foi morto à flechada em conflito na Terra Yanomami em Roraima,G1,"mar. 3, 2021",Norte ; Roraima ; Alto Alegre; 1400050,,Não categorizado,Carta cosmológica,,Amazônia,Data inicial: 01/03/2021 Data final: 01/03/2021,Movimento Indígena,Hutukara Associação Yanomami (HAY),NI,,,NI,,NI,,15; Vida Terrestre,Violência contra indígenas; Ameaças; Impactos ambientais,
"mai. 17, 2022",,FLO010421A,Raquel,Maia,Cidade mais indígena do país exige vacinação em massa contra Covid,Folha de São Paulo,"abr. 1, 2021",Norte ; Amazonas ; São Gabriel da Cachoeira; 1303809,Judicialização ; Participação em audiência pública,,,,,Data inicial: 29/03/2021 Data final: 30/03/2021,Movimento Indígena,,Outros,Federação das Organizações Indígenas do Rio Negro (FOIRN),"Luta contra a violação dos direitos humanos
Combate ao Covid-19",Outros,,Distrito Sanitário Especial Indígena (Dsei),,3; Saúde e Bem-Estar,"Reinvindicação, vacinação indígena",
"mai. 9, 2022",,FLO270121C,Bianca,Marucci,RO: Mais de 8 mil doses de vacinas destinadas aos povos indígenas são desviadas,A Nova Democracia,"jan. 27, 2021",Norte ; Rondônia ; Porto Velho; 1100205,Não categorizado ; Denúncia,,Encaminhamento de ofício,,Amazônia,,Movimento Indígena,,Coordenação das Organizações Indígenas da Amazônia Brasileira (Coiab)	N.I.,,Combate ao Covid-19,Estado,,"Outros
Distrito Sanitário Especial Indígena (Dsei)",Agência Estadual de Vigilância em Saúde (Agevisa); Secretaria de Estado da Saúde de Rondônia (Sesau-RO),"3; Saúde e Bem-Estar
16; Paz Justiça e Instituições Eficazes",ofício; corrupção; corona vírus; vacinação; direito indígena;,
"mai. 9, 2022",,FLO270121B,Bianca,Marucci,Mineração no Rola Moça: vizinhos a possível empreendimento listam impactos à qualidade de vida,itatiaia,"jan. 27, 2021",Sudeste ; Minas Gerais ; Nova Lima; 3144805,Não categorizado ; Denúncia,,,,Cerrado,,Movimento Ambientalista,,Outros,Movimento Rola Moça Resiste,Preservação ambiental,"Empresa
Estado",,Outros,Ministério Público Estadual; Mineração Geral do Brasil (MGB),"6; Água Potável e Saneamento
15; Vida Terrestre",abastecimento de água; preservação ambiental; mineradora; ,
"mai. 5, 2022",,FLO040321A,Bruna,Gonçalves,Indígenas da Amazônia processam Grupo Casino na justiça francesa,EcoDebate,"mar. 4, 2021",Internacional,Judicialização ; Ação Civil Pública,,,,Amazônia,Data inicial: 03/03/2021 Data final: 03/03/2021,"Movimento Indígena
Movimento Religioso ",,Coordenação das Organizações Indígenas da Amazônia Brasileira (Coiab)	N.I.,Organização Nacional dos Povos Indígenas da Amazônia Colombiana (OPIAC); Federação dos Povos Indígenas do Pará (FEPIPA); Federação dos Povos e Organizações Indígenas do Mato Grosso (FEPOIMT); Comissão Pastoral da Terra (CPT) ,Preservação ambiental,ONG,,NI,Canopée; Envol Vert; FNE; Mighty Earth; Notre Affaire à Tous; Sherpa,"13; Ação Contra Mudança Global do Clima
15; Vida Terrestre",Garimpo; Desmatamento; Impactos Ambientais,
"mai. 5, 2022",,FLO020321A,Bruna,Gonçalves,Indígenas exigem direito à consulta prévia na fase do planejamento da Ferrogrão,Olhar direto,"mar. 2, 2021",Centro-oeste ; Distrito Federal ; Brasília; 5300108,Encontro ; Reunião de denúncia,Não categorizado,Carta de denúncia,,,Data inicial: 23/02/2021 Data final: 23/02/2021,Movimento Indígena,,Outros,Povo Munduruku; Povo Kayapó,Preservação ambiental,NI,,NI,,15; Vida Terrestre,Direitos dos povos indígenas; Protocolo de consulta; Impactos ambientais,
"mai. 4, 2022",,FLO010321C,Bruna,Gonçalves,"Covid-19 pode causar extinção do povo Juma na Amazônia, destaca Libération",UOL,"mar. 1, 2021",Online,Não categorizado ; Denúncia,Não categorizado,,,Amazônia,Data inicial: 01/03/2021 Data final: 01/03/2021,Movimento Indígena,,Outros,Coordenação das Organizações Indígenas da Amazônia Brasileira (Coiab),Outro,NI,,NI,,15; Vida Terrestre,Racismo institucional; Direitos dos povos indígenas; Covid-19,
"mai. 4, 2022",,FLO010321B,Bruna,Gonçalves,Projeto promove formação audiovisual gratuita para povos indígenas em Pernambuco,Diário de Pernambuco,"mar. 1, 2021",Nordeste ; Pernambuco ; Olinda; 2609600,Não categorizado ; Oficina,Não categorizado,,,Mata Atlântica,Data inicial: 01/03/2021 Data final: 15/03/2021,Movimento Indígena,,Outros,"Articulação dos Povos e Organizações Indígenas do Nordeste, Minas Gerais e Espírito Santo (Apoinme)",Outro,"Empresa
Estado",,Outros ,Casa de Cinema de Olinda; Fundarpe; Secretaria de Cultura de Pernambuco,4; Educação de Qualidade,Educação Indígena; Visibilidade social; Juventude indígena,Preservação cultural
"mai. 3, 2022",,FLO010321A,Bruna,Gonçalves,"Na ONU, indígenas denunciam Bolsonaro por promover genocídio e extermínio",UOL,"mar. 1, 2021",Internacional,Não categorizado ; Denúncia,Não categorizado,,,,Data inicial: 26/02/2021 Data final: 26/02/2021,Movimento Indígena,,Articulação dos Povos Indígenas do Brasil (APIB),Coletivo Intervozes; Criola; Fórum das comunidades e povos tradicionais do Ceará; Articulação para o Monitoramento dos Direitos Humanos no Brasil; Movimento Nacional de Direitos Humanos; ,Lutar contra a violação dos Direitos Humanos,"Igreja/Movimento Religioso
Outros",Associação; Instituto; ,Outros ,Conselho Indigenista Missionário; Instituto de Desenvolvimento e Direitos Humanos; Associação Brasileiras dos Gays Lésbicas e Transgêneros; Terra de Direitos; Instituto Brasileiro de Análises Sociais e Econômicas; Geledés - Instituto Mulher Negra; Rede de Cooperação Amazônica; Instituto Iepé  ,"3; Saúde e Bem-Estar
16; Paz Justiça e Instituições Eficazes",Racismo institucional; Direitos dos povos indígenas; Covid-19,
"abr. 30, 2022",,FLO270121A,Bianca,Marucci,Conceição da Barra: ocupações podem sofrer despejo em fevereiro,Século Diário,"jan. 27, 2021",Sudeste ; Espírito Santo ; Conceição da Barra; 3201605,Não categorizado ; Denúncia,Não categorizado,,,Mata Atlântica,,Movimento Quilombola,,NI,,Luta contra ordem de despejo e reintegração de posse,"Empresa
Estado",,Outros ,Empresa papeleira Suzano; Secretaria de Estado dos Direitos Humanos (SEDH); Ministério Público Federal (MPF),"10; Redução das Desigualdades
16; Paz Justiça e Instituições Eficazes",invasão; quilombolas; conflito fundiário; território tradicional; multinacional,
"abr. 30, 2022",,FLO280121G,Bianca,Marucci,MAB e moradores do Jardim Pantanal protestam contra enchentes recorrentes no bairro,Brasil de Fato,"jan. 28, 2021",Sudeste ; São Paulo ; São Paulo; 3550308,Não categorizado ; Não categorizado,Não categorizado,Não categorizado,,Mata Atlântica,,Movimento Ambientalista,,Outros,Movimento dos Atingidos por Barragens (MAB),"Lutar contra a violação dos Direitos Humanos
Preservação Ambiental",NI,,NI,,"6; Água Potável e Saneamento
10; Redução das Desigualdades",enchentes; alagamentos; saneamento básico; Área de Proteção Ambiental (APA),
"abr. 29, 2022",,FLO280121F,Bianca,Marucci,Mobilização virtual pede transparência na vacinação no AM,a crítica,"jan. 28, 2021",Norte ; Amazonas ; Manaus; 1302603,Não categorizado ; Não categorizado,Não categorizado,Não categorizado,,Amazônia,,Movimento Indígena,,NI,,"Lutar contra a violação dos Direitos Humanos
Combate ao Covid-19",NI,,NI,,3; Saúde e Bem-Estar,ação coletiva; pandemia; grupos em situação de vulnerabilidade; solidariedade,
"abr. 28, 2022",,FLO280121E,Bianca,Marucci,Caciques brasileiros denunciam Bolsonaro por crimes ambientais,Observatório do Terceiro Setor,"jan. 28, 2021",Centro-oeste ; Distrito Federal ; Brasília; 5300108,Não categorizado ; Não categorizado,Não categorizado,Não categorizado,,,,Movimento Indígena,,Outros,cacique Raoni Matuktire; cacique Almir Suruí,"Lutar contra a violação dos Direitos Humanos
Preservação Ambiental
Combate ao Covid-19","Estado
Partido
Sindicato
Outros",,Outros ,Tribunal Penal Internacional; Associação Brasileira de Juristas pela Democracia (ABJD); Partido Democrático Trabalhista (PDT); Rede Sindical Brasileira UNISaúde,"3; Saúde e Bem-Estar
10; Redução das Desigualdades
15; Vida Terrestre",crimes contra a humanidade; desmatamentos; assassinatos de lideranças indígenas; combate à pandemia; direito das populações indígenas; genocídio,
"abr. 28, 2022",,FLO280121D,Bianca,Marucci,Lideranças indígenas de MS realizam protesto contra precariedade da saúde nas aldeias,a crítica,"jan. 28, 2021",Centro-oeste ; Mato Grosso do Sul ; Campo Grande; 5002704,Não categorizado ; Denúncia,Não categorizado,,,Pantanal,,Movimento Indígena,,"Outros
Articulação dos Povos Indígenas do Brasil (APIB)",Terena; Guarani Kaiowá,"Luta contra o racismo
Combate ao Covid-19",Estado,,Outros ,Distrito Sanitário Especial Indígena (Dsei); Governo Federal; Ministério Público Federal (MPF),3; Saúde e Bem-Estar,manifestação; reivindicação; Covid-19; vacinas; racismo institucional; ocupação; acampamento,
"abr. 28, 2022",,FLO280121C,Bianca,Marucci,Movimentos de esquerda marcam atos pró-impeachment de Bolsonaro em Salvador,Portal A TARDE,"jan. 28, 2021",Nordeste ; Bahia ; Salvador; 2927408,Não categorizado ; Não categorizado,Não categorizado,Não categorizado,,Mata Atlântica,,"Outros
Movimento Ambientalista
Movimento de Mulheres
Movimento Indígena
Movimento Negro
Movimento Quilombola
Movimento Religioso ",Movimento de Juventudes; Movimento LGBTQIA+; Movimentos Populares,Outros,UNEGRO; Brasil Popular; Povo sem Medo,"Luta contra o racismo
Lutar contra a violação dos Direitos Humanos
Preservação Ambiental
Combate ao Covid-19
Outro","Partido
Sindicato",,"NI
Outros ",PSOL; PCdoB; PSB; PCO; PT;,"2; Fome Zero e Agricultura Sustentável
3; Saúde e Bem-Estar
5; Igualdade de Gênero
10; Redução das Desigualdades
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",plenária; protestos; ações nacionais contra o Governo Bolsonaro;,defesa dos direitos indígenas; combater o machismo; combater a LGBTfobia
"abr. 28, 2022",,FLO280121B,Bianca,Marucci,Mineradora quer retomar atividades na Serra do Rola Moça que abriga parque estadual na Grande BH,G1,"jan. 28, 2021",Sudeste ; Minas Gerais ; Brumadinho; 3109006,Judicialização ; Ação Civil Pública,,,,Cerrado,,Movimento Ambientalista,,NI,,Preservação Ambiental,"Empresa
Estado
ONG
Outros",,Outros ,Mineração Geral do Brasil (MGB); Tribunal de Justiça de Minas Gerais (TJMJ); ONG Ecoavis; Instituto Estadual de Florestas (IEF),15; Vida Terrestre,exploração mineral; unidade de conservação; recuperação ambiental; audiência,
"abr. 18, 2022",,FLO280521A,Natallia ,Nascimento,Campanha busca reconstruir casas incendiadas em aldeia Munduruku,Correio Braziliense,"mai. 28, 2021",Norte ; Pará ; Jacareacanga; 1503754,Não categorizado ; Não categorizado,Não categorizado,Não categorizado,,Amazônia,,Movimento Indígena,,Articulação dos Povos Indígenas do Brasil (APIB),,"Lutar contra a violação dos Direitos Humanos
Preservação Ambiental
Promoção da conscientização ambiental",Outros,Povo Munduruku,Outros ,Povo Munduruku,"3; Saúde e Bem-Estar
13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Garimpo Ilegal; Território Indígena; Ataques; Violência Ambiental,
"abr. 15, 2022",,FLO280121A,Bianca,Marucci,Yanomamis denunciam morte de nove crianças indígenas com suspeita de covid-19,Correio Braziliense,"jan. 28, 2021",Norte ; Roraima ; Alto Alegre; 1400050,Não categorizado ; Não categorizado,Não categorizado,Não categorizado,,Amazônia,,Movimento Indígena,,Outros,Conselho Distrital de Saúde Indígena Yanomami e Ye'kuanna (Condisi-YY),"Lutar contra a violação dos Direitos Humanos
Combate ao Covid-19",Estado,,Outros ,Ministério da Saúde; Distrito Sanitário Especial Indígena (Dsei),3; Saúde e Bem-Estar,denúncia; saúde indígena; descaso governamental,
"abr. 14, 2022",,FLO290121D,Bianca,Marucci,Ambientalistas buscam parar obras da Loja Havan em Canoas,o Timoneiro,"jan. 29, 2021",Sul ; Rio Grande do Sul ; Canoas; 4304606,Não categorizado ; Não categorizado,Não categorizado,Não categorizado,,Pampa,,Movimento Ambientalista,,NI,,Preservação Ambiental,"Empresa
Estado
Fundação",,Outros ,Havan; Ministério Público (MP); Fundação Estadual de Proteção Ambiental (Fepam),15; Vida Terrestre,denúncia; área de permanente preservação ambiental; crime ambiental; licenciamento irregular,
"abr. 14, 2022",,FLO290121C,Bianca,Marucci,Organização vai ao STF para garantir vacinação de indígenas fora de aldeias,CNN Brasil,"jan. 29, 2021",Centro-oeste ; Distrito Federal ; Brasília; 5300108,Não categorizado ; Não categorizado,Não categorizado,Não categorizado,,,,Movimento Indígena,,Articulação dos Povos Indígenas do Brasil (APIB),,Combate ao Covid-19,"Estado
Partido",,Outros ,Supremo Tribunal Federal (STF); Ministério da Saúde; ,3; Saúde e Bem-Estar,covid-19; corona vírus; saúde indígena; indígenas desaldeados; petição,
"abr. 14, 2022",,FLO290121B,Bianca,Marucci,Justiça determina atendimento em saúde para indígenas de área urbana,Campo Grande News,"jan. 29, 2021",Centro-oeste ; Mato Grosso do Sul ; Campo Grande; 5002704,Não categorizado ; Não categorizado,Não categorizado,Não categorizado,,Pantanal,,Movimento Indígena,,NI,,Combate ao Covid-19,Estado,,Outros ,Distrito Sanitário Especial Indígena (DSI); Ministério Público; Secretaria Especial de Saúde Indígena (SESAI) Federal (MPF),3; Saúde e Bem-Estar,descaso governamental; vacinação; saúde indígena; protesto; ocupação,
"abr. 14, 2022",,FLO290121,Bianca,Marucci,Organizações distribuem 20 toneladas de alimentos no Pantanal e alertam para agravamento da pobreza,UOL,"jan. 29, 2021",Centro-oeste ; Mato Grosso do Sul ; Miranda; 5005608,Ação de Solidariedade ; Doação de alimentos,,,,Pantanal,,"Outros
Movimento Indígena",Ribeirinhos,NI,,Lutar contra a violação dos Direitos Humanos,"ONG
Outros",Coletivo,Outros ,ONG Ação e Cidadania; Coletivo Comitiva Esperança,2; Fome Zero e Agricultura Sustentável,doação de alimentos; populações vulneráveis; cesta básica; descaso governamental; indígenas; ribeirinhos,
